lat,lng,altura,velocidad
10.920,-76.490,16.593,470.022
1.872,-78.265,13.341,337.925
9.343,-76.521,12.233,470.653
7.227,-72.157,16.418,692.963
8.215,-76.854,17.529,298.165
3.966,-71.937,17.066,32.180
6.215,-71.829,16.476,559.029
7.799,-74.314,14.071,511.161
4.548,-71.574,6.120,546.642
8.107,-78.227,5.184,30.326
1.711,-76.193,14.202,473.856
6.996,-75.956,16.932,32.165
3.366,-72.559,3.073,154.632
6.893,-73.639,0.572,542.936
11.990,-72.470,9.177,572.137
10.159,-75.244,18.514,348.886
6.853,-77.601,6.288,157.721
2.973,-73.410,9.931,555.008
12.308,-75.143,19.201,350.797
11.266,-74.093,18.501,288.502
4.157,-74.235,7.205,570.912
11.222,-71.747,18.154,39.831
7.845,-75.129,8.724,230.912
6.677,-72.795,0.146,581.066
8.861,-71.694,0.524,688.288
12.351,-77.852,10.536,326.648
6.085,-73.015,17.643,182.696
2.703,-77.473,3.287,325.954
7.749,-74.871,19.575,234.171
4.074,-77.896,0.483,433.542
11.680,-72.669,6.081,540.233
4.692,-73.983,3.167,361.476
8.330,-71.589,2.482,56.350
11.561,-71.614,5.168,585.195
6.933,-78.617,6.073,748.259
4.883,-73.990,8.011,190.838
6.805,-71.970,7.910,190.636
4.027,-73.921,9.223,412.766
5.805,-76.249,14.673,468.064
6.939,-75.993,11.483,597.834
6.276,-76.005,14.124,705.761
2.535,-72.536,17.833,282.625
3.029,-75.740,10.538,181.490
6.154,-76.276,8.211,448.918
10.719,-72.349,14.479,125.690
4.500,-72.475,0.817,222.118
3.722,-78.144,9.070,279.399
7.789,-77.298,5.588,143.340
4.497,-75.034,8.099,291.841
3.360,-71.718,15.536,532.755
4.637,-75.799,16.381,219.785
6.957,-74.799,16.089,407.032
6.956,-77.114,12.933,640.752
8.231,-73.043,14.252,291.014
8.645,-77.511,5.731,295.146
7.217,-72.865,9.888,104.562
12.294,-72.138,11.278,728.797
10.677,-74.337,2.322,591.217
11.609,-74.796,6.148,624.023
11.852,-73.584,13.923,302.883
11.324,-74.811,7.728,100.411
11.053,-76.115,2.548,592.469
12.177,-74.299,14.984,590.840
4.813,-77.181,19.331,331.181
7.934,-74.818,3.485,74.854
2.396,-78.240,7.377,427.967
11.142,-72.397,14.437,551.541
11.003,-78.808,18.489,479.564
5.625,-76.339,10.013,28.208
10.198,-75.437,17.733,562.393
6.638,-76.281,3.887,683.094
5.846,-77.789,7.816,549.710
4.615,-71.749,7.731,438.132
7.529,-73.155,1.939,467.628
11.157,-77.152,3.732,602.898
7.279,-72.688,10.794,616.584
8.529,-73.639,19.314,614.367
9.378,-76.867,16.412,700.391
6.854,-76.848,7.023,423.951
4.299,-75.070,1.679,571.217
5.777,-71.559,2.286,519.725
3.803,-72.300,13.907,723.137
11.899,-76.756,17.753,167.147
10.291,-76.396,12.979,476.779
1.944,-75.027,7.958,73.857
4.530,-78.933,0.461,39.161
3.517,-77.169,11.926,530.962
5.788,-76.984,17.242,330.282
7.415,-76.459,16.930,628.330
9.429,-78.533,14.738,423.344
8.726,-73.046,8.289,629.003
8.909,-78.987,17.529,158.035
11.368,-76.242,15.143,25.065
7.603,-72.694,10.180,491.820
4.242,-76.009,9.307,575.730
3.557,-76.158,9.548,427.195
8.984,-72.194,8.004,697.150
5.059,-77.872,3.576,104.996
5.443,-73.771,4.194,412.593
12.282,-73.355,18.079,683.393
4.320,-72.375,17.738,272.290
8.517,-75.960,7.085,546.082
4.516,-74.363,6.592,234.082
6.448,-76.758,5.474,670.701
5.360,-78.161,19.786,117.215
1.954,-78.242,6.921,40.725
11.064,-75.007,17.520,92.913
7.831,-77.174,18.486,454.421
8.375,-74.689,1.670,449.833
4.548,-77.214,2.209,598.837
7.278,-74.713,5.316,543.298
8.818,-72.032,13.430,495.226
3.913,-75.018,13.492,222.952
2.386,-77.763,5.314,169.718
7.158,-75.389,18.993,112.000
9.119,-72.646,13.028,132.419
9.211,-73.992,11.909,548.121
9.747,-75.967,9.423,161.847
6.733,-74.188,9.155,83.494
12.272,-74.907,9.717,82.847
7.287,-78.867,14.722,146.602
11.954,-77.882,13.444,542.046
2.889,-74.230,7.304,746.247
2.265,-74.594,5.996,96.077
7.409,-75.099,11.547,577.139
2.579,-73.094,4.733,381.844
10.959,-78.882,11.579,560.355
6.709,-74.255,3.341,673.264
10.440,-74.931,1.322,702.086
3.487,-71.640,18.163,293.694
2.400,-74.219,7.486,100.151
7.993,-78.010,13.645,53.513
7.923,-73.336,18.306,410.056
3.758,-76.589,9.618,344.083
5.911,-72.568,6.496,555.942
6.989,-71.910,17.848,355.621
2.134,-77.193,18.956,693.614
1.906,-72.952,9.711,441.597
10.916,-73.269,10.886,175.700
10.094,-77.162,8.540,535.283
7.540,-71.817,14.585,434.799
5.926,-72.401,6.203,323.752
6.381,-78.392,4.690,146.553
8.670,-74.500,18.467,521.009
7.937,-72.658,16.913,745.880
4.791,-77.414,4.495,735.705
11.740,-73.793,1.675,508.037
6.465,-71.764,17.552,30.473
11.818,-74.239,11.538,210.044
3.641,-77.006,15.625,683.509
9.201,-71.922,11.546,509.443
10.614,-76.648,13.043,178.106
8.256,-75.574,1.297,530.823
8.388,-72.313,8.963,721.533
10.417,-75.763,3.227,556.712
3.051,-76.680,16.929,561.742
8.290,-77.081,12.247,388.060
7.386,-77.735,5.365,664.948
6.513,-75.705,12.898,127.010
8.820,-73.233,4.836,587.727
4.095,-73.131,8.867,530.171
6.466,-74.439,3.478,572.875
7.318,-76.027,15.063,395.562
8.190,-76.077,12.757,312.720
5.874,-78.666,6.665,351.007
10.929,-73.756,0.677,52.274
11.120,-72.128,13.418,359.123
4.437,-76.698,2.783,702.068
10.242,-76.662,6.497,552.557
11.345,-76.823,15.161,154.005
7.822,-73.551,16.122,230.773
10.918,-73.641,8.375,582.449
10.530,-78.273,14.948,708.024
4.499,-72.787,9.198,263.494
5.806,-71.790,14.765,714.643
2.471,-72.290,2.231,740.107
4.305,-76.245,4.367,661.488
9.621,-77.494,1.201,96.699
12.274,-73.200,6.038,446.278
3.130,-74.356,6.152,238.713
7.964,-76.099,19.562,161.753
9.522,-75.503,7.776,689.067
4.886,-73.631,6.643,454.354
10.409,-75.820,10.681,323.341
5.392,-73.040,17.795,572.466
9.828,-76.775,16.811,55.514
2.233,-72.694,3.978,49.251
8.821,-77.644,6.595,381.659
7.313,-73.258,17.564,300.637
9.530,-74.532,11.086,122.604
5.600,-76.196,0.655,488.228
11.604,-73.603,12.832,637.899
9.840,-75.260,19.084,516.126
3.208,-72.567,10.869,596.069
4.587,-75.927,10.555,245.777
11.959,-72.842,11.796,172.915
3.494,-71.990,13.935,574.335
5.166,-71.654,18.929,687.216
8.509,-77.515,5.979,227.375
11.723,-74.211,0.803,88.382
12.278,-73.999,6.359,52.498
5.367,-75.395,1.488,63.382
4.114,-78.395,13.617,417.880
7.640,-77.199,1.026,283.087
10.645,-78.483,10.202,408.036
3.738,-75.182,12.314,672.479
12.330,-75.572,9.012,122.117
11.068,-77.982,2.443,667.416
4.280,-71.995,7.748,262.437
9.331,-71.940,19.170,154.105
8.462,-74.700,9.078,444.999
9.088,-75.466,6.969,83.664
10.218,-73.781,17.423,111.975
5.055,-75.756,4.477,557.707
7.439,-72.171,0.058,151.293
11.853,-77.388,10.791,580.650
8.394,-78.483,10.742,174.485
9.939,-76.249,14.480,116.316
5.995,-72.527,0.531,491.772
5.449,-71.578,14.388,175.466
9.171,-73.688,17.728,611.672
3.135,-73.805,13.259,378.572
10.575,-78.253,19.666,78.486
2.886,-75.355,7.932,169.778
10.110,-75.526,17.915,445.317
3.075,-76.689,5.665,481.140
8.251,-71.908,3.690,709.286
10.481,-78.109,12.620,543.554
3.428,-78.084,18.287,33.176
10.867,-77.263,7.436,336.048
2.186,-76.232,4.159,636.236
3.711,-78.196,3.687,606.617
6.573,-73.188,14.496,702.444
12.059,-78.300,11.182,475.488
5.979,-76.822,13.015,122.875
6.231,-71.903,17.847,546.180
10.538,-71.580,11.662,342.238
6.447,-75.772,10.288,97.538
4.728,-72.362,5.025,477.507
9.291,-73.371,12.997,67.788
3.104,-73.520,3.001,174.607
9.420,-76.078,12.707,222.508
7.407,-77.701,15.791,368.159
2.365,-74.903,15.584,221.839
7.366,-74.190,17.695,595.869
4.133,-75.159,6.922,228.647
11.564,-74.492,16.248,130.197
11.381,-74.483,13.476,549.303
3.326,-77.608,8.141,387.004
7.503,-72.376,11.872,203.183
7.579,-76.589,0.818,233.992
4.706,-74.669,9.494,105.009
6.282,-77.798,7.684,496.778
4.793,-76.718,12.811,465.897
8.162,-78.514,4.902,639.357
10.410,-72.634,17.695,604.105
2.092,-74.797,9.835,268.981
2.561,-74.823,14.247,611.870
5.273,-71.794,9.121,166.909
3.388,-72.189,8.477,679.246
10.409,-78.282,9.304,625.928
5.565,-76.636,1.240,236.974
8.267,-71.999,1.686,71.562
12.228,-75.085,0.113,252.951
5.314,-75.301,10.306,578.261
5.268,-78.771,6.744,264.684
8.342,-72.603,11.463,121.469
2.946,-75.492,9.464,431.398
11.712,-73.164,19.994,546.944
10.286,-71.921,4.594,583.469
7.121,-77.545,11.920,448.177
12.237,-73.761,18.136,35.961
2.983,-76.468,11.788,726.445
2.632,-75.314,10.491,232.125
5.085,-72.280,6.574,166.185
8.452,-73.134,13.746,393.609
9.474,-72.556,16.825,200.944
9.462,-74.598,18.623,542.172
4.529,-77.064,12.369,643.936
4.820,-74.128,8.507,112.901
11.940,-74.394,7.890,690.456
5.047,-75.979,16.192,629.806
7.279,-74.136,1.670,444.939
9.890,-74.746,8.836,156.958
2.811,-76.312,14.269,422.195
12.179,-75.804,16.610,628.904
4.704,-71.767,9.298,639.093
4.115,-77.300,12.454,135.051
10.754,-72.705,18.871,701.437
10.059,-76.649,8.420,622.610
11.087,-72.364,10.459,93.194
7.694,-78.452,16.971,216.635
8.368,-71.557,3.123,195.107
3.950,-74.039,16.491,647.248
9.223,-74.075,14.296,50.314
2.649,-72.280,1.114,234.388
11.499,-74.002,12.568,347.907
6.577,-73.644,13.382,44.641
4.275,-77.986,11.152,554.135
11.497,-72.008,13.125,684.231
10.343,-74.189,4.329,130.957
4.414,-78.786,1.897,79.870
8.552,-78.319,17.474,578.169
11.970,-73.608,0.457,517.400
4.633,-76.516,18.624,570.504
9.010,-72.505,9.345,274.888
12.192,-78.099,19.337,240.496
11.405,-78.546,15.410,280.102
11.107,-74.983,17.583,601.833
7.779,-72.960,12.257,549.823
11.717,-76.570,8.265,137.601
11.262,-78.441,4.057,406.273
6.527,-78.505,18.580,354.007
3.345,-77.603,12.099,206.092
4.979,-71.868,19.398,670.596
2.767,-73.497,11.849,115.521
9.748,-78.254,3.710,107.262
2.340,-72.459,4.631,645.257
8.157,-74.054,15.515,405.875
2.399,-75.671,10.608,104.880
3.021,-72.145,2.666,393.170
2.000,-75.475,6.610,177.443
8.832,-76.664,0.309,340.794
9.877,-73.796,19.127,503.448
11.642,-77.053,14.699,402.634
8.103,-74.621,3.439,410.151
9.751,-73.840,4.265,143.184
7.877,-73.838,3.138,450.071
6.236,-77.371,8.493,668.834
11.746,-73.705,8.811,28.715
2.048,-74.007,5.379,354.324
9.246,-72.345,5.783,165.127
9.195,-75.754,3.802,638.156
3.670,-72.135,17.532,242.422
7.136,-77.066,6.237,602.398
6.807,-73.663,8.221,389.199
11.340,-75.167,15.867,522.092
8.200,-74.045,11.007,404.002
3.272,-73.284,19.338,717.913
7.446,-74.480,14.281,101.744
6.406,-75.818,13.034,555.591
3.972,-76.591,1.178,194.510
5.530,-72.617,11.526,645.748
6.735,-74.330,6.105,513.568
11.631,-76.147,19.224,227.435
10.031,-75.702,10.692,179.879
8.455,-74.975,2.301,540.367
2.906,-77.750,12.977,512.772
5.896,-74.995,8.049,157.555
8.454,-76.401,10.501,73.341
5.234,-77.408,4.719,244.630
2.197,-76.711,7.463,174.193
9.164,-76.591,19.430,104.063
6.441,-78.188,11.970,671.233
3.722,-75.388,16.957,271.060
9.497,-77.849,1.203,295.389
10.331,-75.937,2.320,513.761
4.244,-74.849,3.562,179.779
9.109,-77.583,6.447,47.564
6.239,-72.723,3.909,231.547
7.004,-72.515,13.278,381.227
11.239,-78.353,17.324,740.446
4.765,-76.377,3.010,609.593
9.915,-77.640,13.456,106.818
3.693,-78.886,6.523,282.771
3.852,-74.083,10.384,640.892
8.619,-76.481,17.255,430.058
11.341,-71.794,4.556,392.031
6.519,-78.565,1.054,713.288
6.932,-78.590,7.121,293.572
2.771,-72.032,18.652,621.194
7.636,-76.820,0.091,267.743
8.025,-73.939,1.463,604.304
3.600,-77.593,15.733,245.803
4.368,-75.978,0.958,706.937
8.404,-72.854,4.090,704.809
5.849,-71.763,9.956,467.241
2.090,-77.393,15.074,96.409
10.546,-77.982,7.824,147.312
7.101,-76.488,9.929,128.201
10.780,-77.833,8.207,388.438
10.350,-76.282,11.163,169.577
4.159,-78.361,15.549,92.176
7.523,-71.553,10.271,419.926
10.188,-74.066,18.256,181.372
7.514,-78.161,7.871,697.926
3.105,-77.196,9.805,506.426
6.437,-76.427,18.704,565.354
9.957,-72.831,17.008,108.288
3.236,-76.086,12.479,303.588
6.793,-73.913,17.932,168.731
12.187,-73.262,16.702,516.313
3.822,-71.562,10.627,324.126
2.892,-75.945,4.909,584.482
4.528,-72.394,16.140,26.888
9.212,-78.051,0.494,490.368
2.031,-75.130,3.649,252.083
9.686,-77.963,1.839,439.252
7.287,-77.096,7.424,599.858
7.784,-74.314,6.917,427.886
7.868,-73.564,9.251,558.285
6.331,-76.002,15.339,684.134
5.153,-71.813,11.696,49.344
11.471,-75.348,9.578,153.470
6.276,-77.669,5.163,39.623
10.735,-75.395,3.351,188.866
7.419,-75.863,15.636,602.790
9.436,-76.004,8.226,619.768
3.454,-76.045,14.979,207.469
4.404,-78.480,6.691,134.569
2.063,-77.277,16.420,436.753
2.009,-76.157,14.211,184.058
1.770,-73.737,11.531,353.445
4.880,-76.467,15.057,631.307
11.137,-76.254,11.950,732.176
7.828,-74.009,14.358,425.656
10.903,-75.032,3.415,531.923
11.111,-75.660,18.510,733.845
6.089,-77.775,5.883,79.390
4.713,-72.694,4.693,67.844
2.872,-76.511,17.957,625.091
11.562,-71.597,4.572,445.458
3.550,-76.948,10.899,289.370
2.128,-72.761,14.488,719.594
3.720,-76.766,2.963,376.099
9.980,-77.895,4.458,439.963
10.336,-71.682,6.573,482.399
10.337,-73.334,2.881,400.285
12.111,-72.928,6.264,531.601
1.983,-76.927,19.425,542.776
9.975,-74.996,0.306,568.740
1.798,-71.983,12.834,218.382
11.301,-78.134,14.412,505.331
5.131,-77.597,7.719,682.173
11.457,-78.609,16.474,667.778
5.691,-75.011,15.674,747.239
3.038,-71.712,15.756,133.377
2.147,-77.850,18.061,598.655
11.881,-72.325,17.429,142.677
7.101,-73.252,1.959,37.148
9.693,-75.342,6.270,56.026
12.172,-75.583,2.258,285.906
5.300,-71.797,17.507,391.198
2.014,-75.312,2.809,333.206
10.417,-75.891,11.288,402.710
2.601,-75.812,2.269,382.834
11.132,-72.129,11.708,95.006
12.193,-76.649,19.661,602.691
2.969,-78.193,8.615,201.553
1.754,-77.051,7.981,55.989
5.805,-74.375,1.497,191.644
10.419,-78.787,14.240,609.003
7.870,-73.701,2.653,371.276
9.048,-77.646,8.203,352.920
7.348,-76.462,8.137,449.284
8.653,-78.093,1.835,51.516
10.894,-72.193,0.392,518.072
3.458,-78.142,10.925,380.508
11.914,-78.934,17.206,199.365
2.847,-78.887,9.870,483.461
6.455,-71.834,6.066,112.098
10.709,-73.571,1.929,436.977
2.599,-74.310,12.237,669.752
8.906,-73.322,9.510,316.176
2.545,-78.591,14.652,446.738
11.193,-75.960,9.267,707.985
3.514,-78.080,2.896,374.784
10.633,-72.209,15.055,287.547
12.308,-74.500,12.491,69.480
11.822,-78.686,9.805,504.399
9.272,-74.372,14.817,428.388
9.078,-72.042,1.436,61.385
11.272,-73.506,8.677,650.365
3.184,-73.674,16.330,317.952
6.550,-73.658,6.769,255.294
2.136,-74.773,3.779,376.606
2.418,-77.904,8.337,581.035
3.331,-72.745,1.338,133.810
5.260,-74.024,11.873,693.503
8.944,-75.558,0.767,581.588
10.747,-72.510,16.159,443.342
8.737,-76.322,6.861,22.116
7.991,-75.735,19.601,301.824
7.518,-72.536,2.925,277.691
8.575,-75.933,9.305,409.363
5.103,-78.209,10.488,149.639
9.789,-72.208,12.975,686.657
2.079,-77.951,4.044,376.891
6.260,-73.452,5.200,138.711
4.316,-72.991,9.496,62.135
7.358,-75.411,18.652,675.412
11.235,-76.198,4.099,352.188
2.418,-75.407,16.972,591.789
11.860,-71.942,5.384,524.395
11.139,-75.174,18.345,553.921
12.105,-73.821,1.444,655.703
10.325,-71.920,9.053,101.813
6.869,-71.821,7.104,91.734
7.685,-71.910,12.296,557.351
7.345,-74.629,5.514,379.064
11.489,-75.983,9.314,31.322
8.095,-77.427,19.555,27.262
4.554,-75.231,12.592,486.677
3.088,-78.504,13.415,502.121
4.328,-78.745,6.278,494.120
5.320,-73.003,14.391,442.320
5.910,-73.063,9.984,347.178
7.983,-77.877,13.113,120.484
6.132,-75.195,16.023,708.504
7.353,-72.759,1.853,29.940
10.556,-71.839,7.161,611.312
7.991,-75.790,17.166,376.281
7.324,-78.740,17.352,208.507
7.760,-71.831,14.982,44.105
6.546,-78.064,1.062,529.865
4.419,-76.414,0.451,129.564
8.583,-75.153,1.134,607.983
4.044,-77.335,14.235,436.755
5.974,-71.843,7.645,156.460
11.099,-74.957,10.828,169.380
7.261,-73.800,0.582,202.748
6.819,-72.413,10.420,643.545
10.327,-78.140,5.650,195.778
2.022,-77.869,9.279,744.829
5.473,-73.132,15.738,685.430
6.162,-71.573,1.421,239.178
10.578,-75.919,6.854,171.723
6.785,-73.136,10.299,82.543
2.478,-76.411,4.667,461.040
9.556,-75.013,9.720,570.373
7.647,-76.413,7.392,525.036
5.520,-74.551,16.505,20.102
7.462,-71.715,4.897,156.394
5.149,-78.710,16.159,626.038
10.088,-73.123,18.349,621.342
8.510,-72.607,1.386,679.610
9.318,-75.241,15.526,445.676
11.704,-75.378,14.239,119.519
11.297,-73.977,4.041,23.467
5.071,-77.900,7.622,489.375
12.189,-72.139,11.279,190.521
4.950,-77.335,13.042,713.093
6.101,-74.918,18.831,56.320
5.145,-74.817,15.531,307.397
10.827,-74.198,4.601,72.535
1.875,-76.866,4.385,528.536
3.574,-73.029,6.934,51.790
5.442,-76.188,11.166,135.315
2.154,-73.498,9.060,200.148
1.767,-72.965,11.451,571.821
8.289,-77.130,15.522,661.010
8.477,-75.300,2.037,118.811
4.940,-71.867,10.862,679.249
6.829,-74.831,3.162,26.916
12.240,-74.363,9.773,649.623
2.328,-73.876,9.557,313.097
2.568,-78.855,17.467,110.808
6.003,-72.916,9.184,680.275
12.058,-76.101,19.677,656.166
11.679,-73.766,14.405,70.779
11.424,-73.585,7.205,518.797
10.352,-76.574,11.637,215.718
1.809,-74.318,18.371,333.020
5.186,-76.119,1.844,138.333
8.660,-72.932,2.636,126.259
5.038,-71.799,6.780,45.732
3.140,-78.479,16.396,55.804
9.666,-72.945,1.981,717.728
3.016,-76.478,8.286,668.976
11.153,-73.163,15.222,41.849
4.915,-73.754,14.803,329.016
7.526,-77.739,0.810,351.053
5.652,-73.054,17.250,597.428
9.836,-72.668,0.354,95.799
10.580,-73.832,1.250,324.352
9.573,-73.105,6.757,580.392
3.083,-73.815,3.189,223.928
5.405,-71.901,16.363,579.831
9.501,-78.417,16.425,523.063
11.619,-74.525,12.069,65.764
1.856,-72.559,17.267,546.576
6.011,-77.056,12.978,494.489
12.327,-78.638,14.643,658.601
4.642,-77.191,17.859,550.410
6.991,-74.305,17.185,194.265
6.441,-74.961,1.754,722.812
7.343,-74.460,5.565,299.371
5.872,-71.922,1.177,28.574
8.207,-71.589,6.230,94.417
2.447,-74.648,1.692,363.168
12.223,-72.260,4.002,394.754
5.689,-71.984,18.314,387.957
3.359,-73.670,2.743,571.455
5.460,-72.240,17.565,632.798
11.189,-72.960,15.892,734.242
7.946,-72.895,5.591,532.596
9.224,-73.995,4.797,382.760
2.847,-75.892,12.043,214.569
2.550,-78.212,13.003,401.143
3.534,-74.187,7.023,359.131
9.997,-76.354,17.505,360.940
7.092,-75.462,10.328,86.090
10.379,-74.181,15.275,359.669
3.562,-72.977,3.360,462.528
11.317,-78.255,6.754,201.953
2.546,-77.565,9.030,133.842
9.406,-78.736,11.106,30.542
9.034,-75.001,17.905,338.200
4.578,-73.752,16.077,642.367
8.263,-75.984,2.711,575.745
3.929,-73.224,2.390,606.136
2.005,-74.266,7.009,558.325
6.537,-74.572,19.461,575.015
9.085,-75.380,12.397,201.534
12.185,-76.781,11.457,179.164
10.677,-72.811,16.397,415.896
5.243,-78.908,5.808,707.606
11.228,-78.063,5.682,453.621
4.790,-75.261,8.676,471.658
4.951,-74.450,10.733,341.079
7.716,-75.167,5.754,147.740
6.483,-76.777,16.832,274.806
5.756,-72.874,0.495,488.918
8.076,-76.112,0.380,348.855
11.308,-73.443,3.890,505.605
7.754,-76.596,7.037,706.910
2.946,-74.905,16.406,513.505
4.980,-75.728,0.126,723.269
6.886,-78.360,8.771,120.028
5.024,-76.058,5.300,108.484
10.749,-76.900,13.237,690.926
11.642,-73.433,6.856,525.501
2.413,-78.386,13.496,746.190
6.947,-77.111,15.047,419.306
3.949,-75.158,1.379,415.850
7.653,-78.110,0.493,468.233
3.712,-73.863,5.072,89.848
8.762,-72.818,5.115,692.895
9.318,-77.251,12.696,514.528
9.180,-77.021,14.221,75.698
11.875,-72.536,14.964,692.666
4.789,-75.880,19.023,451.777
5.147,-73.794,1.031,613.770
4.600,-74.961,18.913,650.070
7.945,-76.685,17.648,603.166
11.785,-78.197,9.265,325.897
2.746,-73.037,12.184,134.371
11.213,-72.901,8.077,233.276
4.505,-77.217,15.977,571.805
6.602,-76.520,1.585,370.951
9.074,-75.811,13.506,53.960
9.365,-75.366,4.125,387.883
8.137,-78.209,6.369,243.802
5.965,-72.533,6.472,395.728
8.493,-77.782,13.944,288.254
11.474,-78.010,0.747,137.769
12.206,-75.892,16.761,582.833
11.204,-77.865,6.866,255.319
5.951,-75.217,5.429,58.274
11.628,-76.167,2.204,535.016
7.888,-74.375,2.900,260.365
11.477,-78.171,3.254,181.519
11.502,-78.092,9.286,183.819
10.352,-71.885,3.336,480.823
2.965,-75.010,16.033,164.108
10.036,-72.781,6.430,201.937
6.899,-77.826,3.328,438.031
3.461,-73.215,8.274,591.730
11.736,-72.817,17.488,495.293
11.034,-74.491,10.111,420.199
4.083,-77.707,2.751,279.670
3.391,-78.614,14.162,445.764
4.488,-72.815,12.782,423.362
8.827,-73.078,7.423,468.203
9.761,-72.215,13.783,543.083
4.102,-77.969,13.363,252.587
6.402,-73.256,8.868,453.929
9.376,-74.084,3.085,335.310
7.973,-77.338,15.276,280.787
2.950,-71.842,6.334,287.868
2.666,-72.026,19.173,30.439
5.110,-73.553,2.431,630.544
6.296,-76.223,0.804,527.012
6.232,-74.181,12.178,87.261
4.447,-73.824,17.949,264.940
4.915,-73.595,4.541,283.845
3.668,-75.907,11.626,150.287
5.819,-74.409,14.378,439.050
6.506,-74.777,19.795,388.784
10.022,-73.365,4.319,650.871
11.661,-77.098,10.850,433.526
10.284,-73.469,6.292,627.413
10.138,-77.035,17.534,457.973
6.696,-72.087,17.837,224.505
2.356,-78.548,7.471,505.529
3.369,-77.928,17.994,181.301
12.095,-77.576,18.390,727.177
9.357,-78.445,16.130,243.894
11.552,-77.653,15.163,629.891
6.377,-75.238,2.113,284.218
5.610,-78.342,15.064,51.285
8.506,-77.465,8.499,358.882
10.759,-72.534,2.819,566.386
9.794,-72.226,12.109,53.423
9.835,-75.538,17.139,731.973
8.736,-78.744,16.064,338.140
5.280,-77.749,17.436,527.763
9.366,-76.843,0.387,494.464
2.180,-75.970,4.005,493.276
9.243,-71.843,16.952,278.363
10.689,-73.741,4.933,340.641
6.892,-74.773,4.851,410.414
11.648,-74.138,17.611,481.735
3.943,-77.574,4.415,610.723
1.956,-74.627,19.335,502.525
10.943,-74.089,10.672,467.062
4.326,-76.103,7.285,492.147
7.811,-74.168,16.869,300.178
6.136,-73.583,9.071,539.961
1.763,-78.251,13.170,211.168
11.553,-73.533,1.347,665.859
10.926,-71.664,0.416,312.992
5.790,-78.414,18.556,711.175
6.679,-71.826,5.855,608.910
5.146,-72.902,1.327,681.258
4.553,-77.547,17.023,604.743
9.750,-78.071,18.183,529.682
4.649,-72.419,7.949,106.618
8.849,-73.045,14.593,365.418
12.033,-73.428,9.634,85.386
7.122,-76.871,13.227,670.943
2.636,-74.093,2.642,202.420
9.308,-74.462,16.695,368.979
11.559,-77.080,9.789,304.984
11.235,-76.259,2.261,662.033
3.229,-73.177,8.233,66.767
10.597,-75.638,3.061,296.455
7.954,-71.628,12.868,345.947
10.098,-74.503,1.971,199.900
11.867,-75.644,14.084,320.078
9.969,-72.866,19.284,245.367
6.866,-78.075,12.193,552.491
11.178,-76.154,6.124,700.800
12.165,-72.442,9.416,678.036
4.670,-74.482,14.639,24.983
9.407,-73.011,11.828,601.203
6.582,-75.898,13.945,430.407
8.892,-76.303,16.184,667.274
5.775,-72.772,11.596,710.901
6.847,-74.100,12.112,537.984
9.006,-76.294,9.333,551.124
4.293,-73.105,19.113,613.704
5.156,-75.610,3.704,228.669
3.124,-75.981,14.251,558.145
7.365,-74.218,0.303,670.120
11.371,-72.792,2.867,420.158
10.059,-77.778,10.111,604.644
6.847,-78.319,19.521,333.972
10.092,-75.132,16.047,494.082
1.959,-75.234,7.362,514.975
2.544,-72.493,10.201,116.853
3.889,-76.624,19.740,485.739
10.771,-76.689,3.325,660.000
4.406,-73.686,16.808,211.573
11.334,-73.664,18.758,571.812
5.716,-75.587,17.567,533.111
5.797,-78.618,0.797,632.240
9.077,-75.195,13.208,583.624
7.891,-78.613,17.652,28.819
9.661,-74.943,10.724,335.735
3.370,-77.021,0.304,549.528
10.947,-74.894,0.674,478.276
3.477,-71.608,18.132,242.669
5.999,-72.765,10.486,89.689
6.029,-76.912,17.734,664.902
5.232,-74.968,13.570,238.094
8.695,-77.473,3.042,300.156
2.685,-72.072,15.749,614.816
10.377,-72.478,15.328,182.155
9.274,-78.948,7.808,647.817
11.704,-73.048,10.764,307.630
6.057,-74.995,4.386,122.470
11.034,-77.860,0.348,422.706
6.027,-74.015,19.029,632.209
11.038,-72.222,17.125,211.494
11.301,-72.236,5.791,208.430
3.032,-71.914,3.297,361.689
10.001,-71.772,11.408,180.818
8.138,-72.868,19.226,667.185
10.050,-73.701,4.907,520.668
8.149,-71.932,1.329,171.827
4.706,-77.051,7.679,274.846
11.365,-75.467,14.943,322.808
2.351,-73.336,4.736,581.434
9.036,-78.354,8.753,737.222
9.369,-73.056,3.060,693.828
4.769,-75.796,15.155,522.601
6.784,-77.025,5.278,174.053
8.461,-76.903,7.209,358.857
5.232,-72.942,9.563,180.172
6.110,-74.578,18.408,278.469
11.858,-78.742,18.416,723.409
4.207,-75.636,17.845,70.506
6.446,-78.339,11.019,645.328
9.690,-77.095,11.791,696.590
8.218,-75.958,5.699,525.170
6.115,-72.826,17.652,680.522
4.417,-73.641,15.675,127.592
5.523,-78.577,11.748,207.450
12.283,-72.148,5.564,44.552
11.854,-77.038,4.844,252.584
10.418,-76.870,0.124,28.404
10.537,-74.355,3.718,627.593
9.461,-76.567,1.611,32.760
1.759,-76.396,9.266,240.799
6.720,-78.752,6.241,224.880
5.702,-78.333,1.525,499.464
11.243,-74.278,12.896,257.641
3.752,-73.243,16.664,252.195
4.852,-73.607,19.647,308.096
4.581,-72.049,18.400,689.986
5.915,-78.405,13.023,338.741
